state,domain,reporting_program,measure_name,measure_abbreviation,measure_description,ffy,population,methodology,state_rate,number_of_states_reporting,median,25th_percentile,75th_percentile,notes,source,location,expansion_status
Indiana,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Administrative,65.5,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.8647, -86.2604)",3
Washington,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid & CHIP,Administrative,14.7,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(47.3917, -121.5708)",1
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid & CHIP & Dual Eligibles,Administrative,62.5,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.5376, -96.9247)",4
Iowa,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Administrative,76.0,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.0046, -93.214)",2
Vermont,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,45.1,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.0407, -72.7093)",2
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & CHIP,Administrative,49.4,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.8375, -106.2371)",2
Missouri,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & CHIP,Administrative,47.6,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.4623, -92.302)",4
New Hampshire,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Administrative,69.1,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.4108, -71.5653)",3
New Hampshire,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,84.7,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.4108, -71.5653)",3
Mississippi,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,61.9,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.7673, -89.6812)",4
New York,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,85.8,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.1497, -74.9384)",2
Iowa,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,38.0,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.0046, -93.214)",2
Rhode Island,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid & CHIP,Administrative,53.6,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.6772, -71.5101)",2
Delaware,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,53.4,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.3498, -75.5148)",2
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid,Hybrid,59.4,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.7673, -89.6812)",4
West Virginia,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,62.7,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid,Administrative,50.7,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.7673, -89.6812)",4
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & CHIP,Administrative,52.2,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.8375, -106.2371)",2
Illinois,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid & CHIP,Administrative,36.8,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.3363, -89.0022)",2
Indiana,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,72.6,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.8647, -86.2604)",3
Virginia,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid & CHIP,Administrative & Hybrid,76.2,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.768, -78.2057)",4
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,47.5,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.5376, -96.9247)",4
Washington,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid & CHIP,Administrative,34.8,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(47.3917, -121.5708)",1
Vermont,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & CHIP & Dual Eligibles,Hybrid,60.6,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.0407, -72.7093)",2
Pennsylvania,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,43.6,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.5773, -77.264)",3
Rhode Island,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid & CHIP,Administrative & Hybrid,71.5,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.6772, -71.5101)",2
Louisiana,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & CHIP,Hybrid,58.4,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.1801, -91.8749)",3
New York,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid,Administrative,69.2,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.1497, -74.9384)",2
New Mexico,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,69.9,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.8375, -106.2371)",2
Hawaii,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,31.9,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(21.1098, -157.5311)",2
Tennessee,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & Dual Eligibles,Hybrid,58.8,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.7449, -86.7489)",4
New York,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Administrative,76.3,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.1497, -74.9384)",2
Massachusetts,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Hybrid,79.4,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.2373, -71.5314)",2
California,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,65.3,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(36.17, -119.7462)",1
Oregon,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,64.4,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.5672, -122.1269)",2
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & Dual Eligibles,Administrative,55.6,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.0646, -105.3272)",2
Iowa,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,47.0,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.0046, -93.214)",2
West Virginia,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Hybrid,64.2,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Kentucky,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & Dual Eligibles,Hybrid,89.0,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.669, -84.6514)",2
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & CHIP & Dual Eligibles,Administrative,54.5,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.5672, -122.1269)",2
California,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Administrative,65.0,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(36.17, -119.7462)",1
Vermont,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid & CHIP & Dual Eligibles,Hybrid,67.7,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.0407, -72.7093)",2
Texas,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Hybrid,82.4,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Connecticut,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,56.9,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Washington,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,80.9,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(47.3917, -121.5708)",1
Missouri,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & CHIP,Administrative,39.7,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.4623, -92.302)",4
Kentucky,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid & Dual Eligibles,Administrative,30.2,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.669, -84.6514)",2
Texas,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,88.8,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Virginia,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid & CHIP,Administrative,57.4,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.768, -78.2057)",4
Delaware,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,82.9,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.3498, -75.5148)",2
Massachusetts,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,69.8,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.2373, -71.5314)",2
Kentucky,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid & Dual Eligibles,Administrative,88.9,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.669, -84.6514)",2
Vermont,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & CHIP & Dual Eligibles,Administrative,54.9,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.0407, -72.7093)",2
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid & Dual Eligibles,Administrative,83.3,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.0646, -105.3272)",2
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,37.5,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.5376, -96.9247)",4
